Status,Eggerthella_unclassified___Enterococcus_faecium,Haemophilus_haemolyticus___Streptococcus_parasanguinis,Clostridium_hathewayi___Enterococcus_faecium,Clostridium_hathewayi___Lactococcus_lactis,Haemophilus_haemolyticus___Haemophilus_paraphrohaemolyticus,Actinomyces_odontolyticus___Clostridium_hathewayi,Escherichia_unclassified___Haemophilus_haemolyticus,Akkermansia_muciniphila___Clostridium_difficile,Bacteroides_dorei___Granulicatella_unclassified,Bacteroides_dorei___Dorea_unclassified,Bacteroides_cellulosilyticus___Bacteroides_dorei,Clostridium_hathewayi___Lachnospiraceae_bacterium_9_1_43BFAA,Faecalibacterium_prausnitzii___Haemophilus_haemolyticus,Clostridium_hathewayi___Erysipelotrichaceae_bacterium_21_3,Bacteroides_dorei___Lachnospiraceae_bacterium_2_1_58FAA,Akkermansia_muciniphila___Alistipes_unclassified,Clostridium_clostridioforme___Clostridium_hathewayi,Bacteroides_dorei___Erysipelotrichaceae_bacterium_6_1_45,Akkermansia_muciniphila___Alistipes_onderdonkii,Anaerotruncus_unclassified___Haemophilus_haemolyticus,Clostridium_hathewayi___Enterococcus_faecalis,Clostridium_hathewayi___Collinsella_aerofaciens,Bacteroides_dorei___Roseburia_intestinalis,Bacteroides_vulgatus___Veillonella_parvula,Oscillibacter_unclassified___Streptococcus_salivarius,Akkermansia_muciniphila___Bacteroides_thetaiotaomicron,Eubacterium_eligens___Haemophilus_haemolyticus,Bacteroides_dorei___Eubacterium_rectale,Bacteroides_dorei___Ruminococcus_sp_5_1_39BFAA,Bacteroides_dorei___Dorea_formicigenerans,Clostridium_hathewayi___Enterococcus_casseliflavus,Eggerthella_unclassified___Streptococcus_australis,Collinsella_aerofaciens___Veillonella_unclassified,Actinobacillus_unclassified___Eggerthella_unclassified,Anaerostipes_hadrus___Haemophilus_haemolyticus,Clostridium_hathewayi___Lactobacillus_casei_paracasei,Eggerthella_lenta___Eggerthella_unclassified
none,5.984574691196136,-6.709716602794255,0,0,0,0,6.589763317169158,6.889061203121839,6.792410373462282,5.795464736168098,-12.713005188567243,0,7.5086301207143,0,3.3574540624436353,0.25986917889980427,0,12.713005188567243,-0.8944438658304958,0,0,-10.330090678596108,5.612943359211624,-1.5275978978627023,0,-3.4037881763834705,0,2.7095084094068986,1.822770088822415,12.713005188567243,0,5.984574691196136,0.3515583935541219,-5.984574691196136,0,0,-5.984574691196136
none,4.459621754999947,1.1761168938108784,0,0,2.5462202795790434,0,-0.1376385096842871,3.0152390563596776,-0.8146302346682934,4.736808765866935,-4.736808765866935,0,4.274596347041691,0,-3.600669754632198,3.0152390563596776,0,4.736808765866935,3.0152390563596776,-7.627655650868536,0,-10.229000317783395,4.736808765866935,3.3037549059856417,-8.219035405317172,-0.21834737905071683,-7.627655650868536,4.736808765866935,4.736808765866935,4.736808765866935,0,4.459621754999947,0.8192348105705909,3.9239604985316525,-0.663107023433452,0,-4.459621754999947
FA,7.575605297802541,0,5.962687717720669,5.962687717720669,0,-5.962687717720669,5.86763009505874,0,12.670903792994487,12.670903792994487,-12.670903792994487,5.962687717720669,10.599486772919391,5.962687717720669,12.670903792994487,-11.799084371528506,-5.962687717720669,12.670903792994487,0,0,5.962687717720669,5.962687717720669,12.670903792994487,4.352238938382193,8.08785962259935,0,9.74800188845979,3.838716810368752,12.670903792994487,12.670903792994487,5.962687717720669,7.575605297802541,-6.379288705128623,-7.575605297802541,0,5.962687717720669,-7.575605297802541
FA,5.558908093477695,0,6.807765425509967,6.807765425509967,0,-6.807765425509967,7.083504437303501,8.539594109369226,11.915251304928182,11.915251304928182,-11.915251304928182,6.807765425509967,9.560836514212335,6.807765425509967,11.915251304928182,-2.6112484859045835,-6.807765425509967,11.915251304928182,8.539594109369226,0,6.807765425509967,6.807765425509967,11.915251304928182,-1.727839051260671,8.432985076163613,8.539594109369226,9.795475122858091,5.479462001113266,11.915251304928182,11.915251304928182,6.807765425509967,5.558908093477695,-6.894336021428415,-5.558908093477695,5.883244194499296,6.807765425509967,-5.558908093477695
FA,9.398019540395072,0.8012843739240249,6.488179632810411,6.488179632810411,6.093767661877973,-6.488179632810411,3.8381481063438865,0,1.8117395997205321,-3.22658794535454,-1.8117395997205321,6.488179632810411,-0.527980244975431,6.488179632810411,-6.866395505476079,0,-6.488179632810411,-5.317803688290417,0,-6.093767661877973,6.488179632810411,6.488179632810411,1.8117395997205321,-0.8218522650409097,-5.098251869082548,0,-6.093767661877973,-5.238670089555163,1.8117395997205321,1.8117395997205321,-0.34510329344910573,9.398019540395072,0,-9.398019540395072,-6.093767661877973,6.488179632810411,-0.5090949890633928
FA,0,0,0,0,0,0,0,-4.996850432381188,9.15838275770446,13.011580175993236,-13.011580175993236,-5.065065799617491,0,0,13.011580175993236,0,0,13.011580175993236,0,0,0,0,13.011580175993236,-8.210371425725082,0,0,0,13.011580175993236,13.011580175993236,13.011580175993236,0,0,-11.860276115140525,0,0,0,0
none,6.385149932913565,0,0,0,0,0,0,8.843103430961916,10.214200154388971,4.013742024683197,-0.6457402434990557,0,9.472226515581003,0,10.214200154388971,8.843103430961916,0,10.214200154388971,1.1442838823564818,0,0,-5.620249466675739,2.364723379290838,0.7244805212120087,5.433458004408935,-0.14498239002203692,5.2332538574296334,5.621620786538339,10.214200154388971,10.214200154388971,0,6.385149932913565,-0.18840060287033694,-6.385149932913565,0,0,-3.5340109241012825
none,7.689703177372798,0,0,0,0,0,0,10.942801069280636,7.825949623835365,7.825949623835365,0.08466082826928852,0,11.353316996961818,0,7.825949623835365,6.800339626638102,0,7.825949623835365,5.037783188304174,0,0,0,-2.240927107863418,-4.231273460530601,-0.9877979223278196,-0.44656651398733394,3.8490065911050118,2.2515483125829805,7.825949623835365,7.825949623835365,0,7.689703177372798,-7.097584284117287,-7.689703177372798,4.089265985005186,0,-0.1406689780707256
FA,0,-0.34730821111146926,0,0,7.080595239106162,0,-0.5246510441719142,5.20605685891699,-5.412366259408228,-8.349746143845152,0,0,-7.080595239106162,0,0,5.20605685891699,0,0,5.20605685891699,-7.080595239106162,-7.259239570101755,0,0,-9.75798439940366,-8.044727965744997,5.20605685891699,-7.080595239106162,0,0,0,-7.703816929785608,0,-10.94723857123745,6.91999367190607,-7.080595239106162,0,0
none,6.392697570033196,-7.1188385024495355,4.447489668197753,4.447489668197753,0,0.698049151160152,6.049529273150409,-8.542755182134984,-1.0503200085019921,3.9641294218869425,-3.964129421886942,-2.5059771213573323,8.72524719250632,4.447489668197753,3.9641294218869425,0,-4.447489668197753,-2.0816800701609344,0,0,4.447489668197753,-6.825071802533733,-3.7840990829153465,5.403764085386814,-3.983853927234721,-8.110263503298267,6.993261793388458,0.27056513051108344,3.9641294218869425,3.9641294218869425,4.447489668197753,6.392697570033196,4.09378827405049,-6.392697570033196,0,4.447489668197753,-3.6037431509187363
none,6.598031220094239,0,0,-9.276897726764625,0,0,7.298709530540638,0,7.6523560206598145,1.0581500672605049,-7.6523560206598145,0,12.423407645568286,0,7.6523560206598145,0,0,7.6523560206598145,0,6.847222306968061,0,0,-0.39771954976715673,4.305629062160836,0,0,0,7.6523560206598145,7.6523560206598145,0.41401536593735244,0,6.598031220094239,-8.847440400179371,-0.3068007553162086,0,0,-0.4089838144082958
FA,7.284453403777244,0,0,0,0,0,3.105765051982216,0,5.371471514590896,5.371471514590896,-5.371471514590896,0,10.974934413936229,0,5.371471514590896,0,0,5.371471514590896,-9.28154270591399,0,0,0,-6.802049841989296,11.038246329359962,0,-8.621502726736876,11.298519178959122,5.371471514590896,5.371471514590896,5.371471514590896,0,7.284453403777244,-9.849336730666602,-7.284453403777244,7.277296789838227,0,-1.7594703095278363
FA,5.895100772900574,0,0,0,0,0,0,0,5.274354464442068,-1.060890944482592,-5.274354464442068,0,10.918633870567088,0,5.274354464442068,-8.89324456992982,0,5.274354464442068,-7.3569376602289935,0,0,0,-6.50281372579912,4.405145074158612,0,-9.365815637097995,9.855749681828737,5.274354464442068,-4.992863968547944,5.274354464442068,0,5.895100772900574,-6.738144439155663,-5.895100772900574,9.172560839360504,0,-5.895100772900574
FA,8.192532442642216,-4.437424878234672,0,0,0,0,8.541248184411316,12.129171308078902,4.38103011468002,4.38103011468002,-4.38103011468002,0,0,0,0.6615893401522329,12.129171308078902,0,4.38103011468002,12.129171308078902,0,0,0,-2.2390842012717576,-11.768786590193585,-3.6985132544218313,12.129171308078902,0,2.5333915170538246,4.38103011468002,4.38103011468002,0,8.192532442642216,-7.411126937035679,-8.192532442642216,4.9147966781139685,-8.703189235896756,-2.0811311308358738
FA,6.231802289945767,0,7.508897359100666,7.508897359100666,0,-7.508897359100666,0,3.991846038264313,12.91564162593456,12.91564162593456,-12.91564162593456,7.508897359100666,5.371035573760459,7.508897359100666,12.91564162593456,0.470357674213144,1.0733555545418925,12.91564162593456,-0.5111795434299221,0,7.508897359100666,7.508897359100666,12.91564162593456,-1.8269607431789734,-4.584537077881522,0.7020361279771913,0,12.91564162593456,12.91564162593456,12.91564162593456,7.508897359100666,6.231802289945767,-8.272927175489485,-6.231802289945767,0,3.6738603983302207,-3.5863493960491586
none,-11.195173289804302,0,-11.195173289804302,0,0,0,11.653190849710585,0,5.060515429523089,5.060515429523089,-5.060515429523089,0,0,0,5.060515429523089,0,0,5.060515429523089,0,0,0,0,5.060515429523089,2.2339235286206733,-1.7517668282998624,0,0,5.060515429523089,5.060515429523089,5.060515429523089,0,0,-7.181881628894409,0,0,0,0
none,0,0,0,0,0,0,9.729548422417366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5323448246694427,0,0,0,0,0,0,0,0,-5.949794898828056,0,0,0,0
none,-2.2676580093547596,-4.7074051982031095,-3.8593077929530493,-3.3517389501747155,0,0.05623971832287611,6.46269003591679,9.639863772522762,4.956213117893226,-1.043756468246956,-4.956213117893225,4.24396576595986,6.231311652679591,4.24396576595986,4.956213117893226,9.302191775709646,-1.5836037088793367,4.956213117893226,9.59067352833199,0,-2.757670839345205,4.24396576595986,4.956213117893226,8.225525113166386,-2.4100059422414293,4.773506485240196,0,4.956213117893226,4.956213117893226,2.811160997026021,4.24396576595986,5.835615549558151,-3.7832849352492497,-5.835615549558151,2.693368353548694,-3.339556403309966,-5.835615549558151
none,2.4629279800506225,-4.7733554076866485,-5.09948259158961,3.3326258400117403,0,-3.3326258400117403,0,6.225519667340615,0,0,0,3.3326258400117403,8.177170772242624,3.3326258400117403,0,6.225519667340615,-3.3326258400117403,-7.239460584485348,6.225519667340615,0,-8.79440896950899,3.3326258400117403,-5.675641242435842,0.7147159313871005,0,6.225519667340615,0,-7.275225528541546,0,0,3.3326258400117403,10.895036411651974,-5.415122151686534,-10.895036411651974,2.54416847964747,-8.263729201735465,-1.0155248358264526
none,5.0784594604727795,-5.639964471812537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.543108829349786,0,0,1.7057337528919367,0,0,0,0,0,0,0,5.0784594604727795,0,-5.0784594604727795,0,-10.294460678634692,-4.014579593753238
none,-4.4977432634375205,-6.193446800948991,-4.4977432634375205,0,0,0,6.262335459633306,3.805660478933362,0,0,0,0,5.793826244837111,0,0,1.6309441176550639,0,0,3.805660478933362,0,-4.137563019864509,0,-4.3922644115864315,-2.5530444549552183,0,-0.03758271114904266,0,-4.643184284723138,0,0,0,0,-3.987982035727316,0,0,-11.564867895265772,0
none,9.403508467772614,-4.186460925625469,0,-7.598512209984095,0,0,4.786240932173717,6.477635951881483,0,0,0,0,7.770699936119893,0,0,6.477635951881483,0,0,0.17415824615479364,0,-2.99803386455003,-11.410887295756037,-5.1069567421369495,8.389240688345323,-1.391834541495506,0.14987023652354312,5.504861602549085,-5.793302277042122,0,0,0,9.403508467772614,11.410887295756037,-9.403508467772614,3.9332924991309963,-5.017889141410762,-0.9064333511376508
FA,4.351333335570917,0,-6.533107582410476,0,0,0,0,4.232837305264882,0,0,0,0,2.3083718664884714,0,0,4.232837305264882,0,0,4.232837305264882,0,-10.068294319602924,0,0,4.5165374720028995,0,4.232837305264882,0,-8.863221608890507,0,0,0,10.884440917981394,-1.700584534879683,-10.884440917981394,0,0,-1.428159295267538
none,9.80570223796263,-5.668648313269052,6.260606461742695,6.260606461742695,0,-6.260606461742695,0,12.392489232517407,8.216317891294882,8.216317891294882,-8.216317891294882,6.260606461742695,8.386836182655717,6.260606461742695,2.7163128565077663,12.392489232517407,-6.260606461742695,8.216317891294882,12.392489232517407,0,6.260606461742695,-3.6649045034742977,8.216317891294882,8.817907241669053,-3.0798306067169374,12.392489232517407,3.82270964695738,2.649788237398566,8.216317891294882,8.216317891294882,6.260606461742695,9.80570223796263,5.603962139373991,-9.80570223796263,0,-2.0566032763697453,-4.409512635201825
none,-2.998391946451266,0,-2.998391946451266,-9.786502481912327,0,0,0,0,2.4144440578563127,2.4144440578563127,-2.4144440578563127,0,5.599656114904429,0,2.4144440578563127,0,0,2.4144440578563127,0,0,0,-9.201345859437982,-2.6222919571086485,5.284984452411238,-5.658853184729678,0,4.308542240313278,-4.640320957064205,2.4144440578563127,2.4144440578563127,0,0,6.459087627703571,0,0,-10.15054032055595,0
none,-9.569214272785677,0,-9.569214272785677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.873228288736614,-5.097705737550482,0,0,0,0,0,0,0,-8.780561827492035,0,0,0,0
none,-8.412044097469572,-5.526421907315856,-8.412044097469572,0,0,2.570572220040185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.624468636826727,0,0,-3.296994189485002,-7.195618744303739,-3.8540091957203675,0,0,0,0,0,0,-4.352256037279498,0,0,0,0
none,-11.246217733834298,0,-2.1100075101456537,-1.586192656521379,0,-9.136210223688645,0,10.575524990275513,0,-5.969551372358513,0,9.136210223688645,9.849471714923515,9.136210223688645,0,10.575524990275513,-9.136210223688645,0,10.575524990275513,0,0.26209603158288003,-2.914697746568447,0,0,0.28078842929918296,10.575524990275513,7.874836814279952,-8.305739742373751,0,0,9.136210223688645,0,12.050907970257091,0,6.2611126811480124,2.5058566917792633,0
none,-2.1412919894520988,-2.4014310819621505,-10.499596173752613,0,0,0,7.730323839721495,11.181892158761528,7.3008332712657555,7.3008332712657555,-7.3008332712657555,0,7.152061231440038,0,7.3008332712657555,11.181892158761528,0,7.3008332712657555,0.44426460587468053,0,-5.6733510485421865,-11.378409202429792,7.3008332712657555,3.318658601841421,2.2740299885599646,3.7521418002672275,0,7.3008332712657555,7.3008332712657555,7.3008332712657555,0,8.358304184300513,6.165855734225617,-8.358304184300513,0,-5.798492939995305,-2.633208353711294
none,-4.428884756951565,-5.33578635172045,-11.281771377460732,0,0,0,5.403057311460382,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.2595976248976966,0,0,-3.5793924367458607,-6.21183096009516,0,0,0,0,0,0,6.852886620509167,0,-6.852886620509167,0,0,-1.362028354442138
none,5.5702176645978,-4.519058597181386,-2.3904092676050213,-6.883372945427296,0,0,0,11.356751987313457,-0.6931471805599453,3.29611789014864,-3.29611789014864,0,0,0,-2.6516424441222317,11.356751987313457,0,3.29611789014864,11.356751987313457,0,-8.821415410461718,0,3.29611789014864,-5.093770128343845,-2.9374145479485145,11.356751987313457,0,3.29611789014864,3.29611789014864,3.29611789014864,0,7.960626932202821,-5.222590087047048,-7.960626932202821,0,0,-1.6748233812675624
none,-4.012563954596774,0,-12.18771208377263,-2.323635542495319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.273397484666445,0,0,-7.545827518653864,-3.7248185161089595,0,0,0,0,0,0,8.175148129175856,-4.944674366607899,-8.175148129175856,0,0,-1.4932664806720584
FA,3.7960346657528587,0,0,0,0,0,3.554280834581981,13.222066859031349,2.3900244414685505,-0.0847965366600768,-2.3900244414685505,0,0,0,2.3900244414685505,13.222066859031349,0,1.0138157520080329,13.222066859031349,0,0,-9.201307804144854,2.3900244414685505,6.949474965705118,0,13.222066859031349,0,0.8987464222232456,2.3900244414685505,2.3900244414685505,-8.357826265821497,3.7960346657528587,8.17137535140217,-3.7960346657528587,0,0,1.5200968666646044
FA,0,-4.18170881251897,8.286583910240894,1.2399034058685816,0,-8.286583910240894,7.827275201717835,-5.538645742616347,8.575898706730417,8.575898706730417,-1.69581009814092,8.286583910240894,9.318911234957728,8.286583910240894,8.575898706730417,1.283431875115692,-0.6730916574783938,5.326353975241893,-6.543774802944323,0,3.3047938370567227,0.4833026478791281,-0.019546478044301728,0.2834191746608587,-3.685646809058579,-10.307513530354786,6.481928906381518,8.575898706730417,-0.3879287340481747,5.524804913965731,8.286583910240894,0,0.9495076063798139,0,0,-0.9403602500307783,5.880473878653241
FA,8.8917499737211,-4.495890368988464,0,0,0,0,5.272968934973768,10.804734527600118,0,-3.89528675030322,0,0,4.674345318741772,0,0,10.804734527600118,0,0,10.804734527600118,0,-3.684598292807991,-12.687798298512273,-5.856532902191103,7.5009853324703055,0,10.804734527600118,0,-6.449010354610527,0,-5.479609797422423,-11.707235610386235,8.8917499737211,12.687798298512273,-8.8917499737211,4.76568548892072,0,0.21019297041737275
none,8.35977974155166,0,0,0,0,0,9.032847336289668,0,5.4861184698373755,5.4861184698373755,-5.4861184698373755,-3.7203023951013443,0,0,1.0367368849500223,0,0,5.4861184698373755,0,0,-10.132064591713075,-10.996136612875581,5.4861184698373755,-2.9096819730439116,-4.39746890367294,0,0,5.4861184698373755,5.4861184698373755,5.4861184698373755,-11.321630373853383,8.35977974155166,6.402400069118125,-8.35977974155166,0,-11.687101416753755,-8.35977974155166
none,3.8412444094787426,-2.542908933128917,-7.319691912156851,0,0,0,4.749281183401923,2.2676803217484225,0,-6.445716675820983,0,0,5.937820938976111,0,0,-0.9758664636695974,0,-6.045549392864094,2.2676803217484225,0,0,0,0,2.4449013151743006,-2.6292935473277375,2.2676803217484225,3.8947830703623283,0,0,0,0,11.160936321635594,-2.2272707834105456,-11.160936321635594,0,0,-0.6786407541688971
none,8.063191045593195,-3.8248274809914062,0,-6.23179139708483,0,0,7.481567561793708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5434760118022446,0,0,0,0,0,8.063191045593195,0,-8.063191045593195,0,0,-2.5658234438708925
FA,9.321427421762195,0,0,-6.538787576515569,0,3.6254848775554875,0,8.351366225005314,4.013618529312012,4.013618529312012,-4.013618529312012,0,7.021168806243534,0,4.013618529312012,8.351366225005314,0,4.013618529312012,8.351366225005314,0,0,-9.387398469607142,0.09531017980432493,-2.114210339798727,2.3628916992250373,-0.24335905036315417,6.121710388175768,-3.8882102504048017,4.013618529312012,-2.646025998931352,-1.9685446311363837,9.321427421762195,5.528513540570255,-9.321427421762195,2.620306595533475,-9.877011278523126,-9.321427421762195
none,2.7442053548518595,-4.201958679953895,0,0,0,0,0,3.8407579105569587,8.933761516875352,8.933761516875352,-8.933761516875352,0,5.531348144791286,0,8.933761516875352,3.8407579105569587,0,8.933761516875352,3.8407579105569587,0,0,0,2.3937895803391176,2.524143470075058,-4.074973955555687,3.8407579105569587,0,3.7015678456980847,8.933761516875352,8.933761516875352,0,2.7442053548518595,-2.5982514422287797,-2.7442053548518595,0,0,-2.7442053548518595
none,1.5740127533170187,-2.726865175088603,-0.09039145343077705,0.8042168506362077,0,-4.355939299910563,0,-7.1381668748688165,0,0,0,7.0564871666817925,0,4.630376145612323,0,0,-7.0564871666817925,-6.419309695367035,0,0,-1.3952355370482388,7.0564871666817925,0,0,0,0,0,0,0,0,3.3577614085642242,8.72089137342959,0,-8.72089137342959,0,-0.5771908050278793,-4.163004391784322
none,8.923197100458495,0,0,0,0,0,0,0,0,0,0,0,7.4914915698497895,0,0,0,0,0,0,0,-9.46408749169743,0,0,0,0,0,0,0,0,0,0,8.923197100458495,0,-8.923197100458495,0,0,-3.3221674879440473
none,0,0,0,-6.388076097528946,-6.492261179610355,0,0,6.139066541928969,4.882529192773312,4.882529192773312,-4.882529192773312,0,11.069236965861707,0,4.882529192773312,6.139066541928969,0,4.882529192773312,-3.5565194136983114,0,0,-9.057346234557173,-2.9159407598188114,7.511077209968327,1.3547200155212955,6.139066541928969,0,-6.360266942099137,4.882529192773312,-3.1650716408960062,0,0,0.32642316719244907,6.03412452387089,6.06682436199122,0,0
none,7.656729519325465,-5.848787276934354,0,0,0,0,5.22492954975721,0,-2.8259958552663575,0,0,0,6.326305702682577,0,0,0,0,0,0,0,-5.919114074808518,-12.053205705519261,0,7.907258240340739,-6.806798376089329,0,0,-7.65238774700596,0,0,0,7.656729519325465,12.053205705519261,-7.656729519325466,0,-7.687932248213601,-4.029372898858929
none,8.792653990226867,-2.1802915951607997,0,0,0,0,8.229845583920458,0,6.151608413998907,6.151608413998907,-6.151608413998907,0,7.003898621080807,0,6.151608413998907,0,0,6.151608413998907,0,0,-10.488485299927838,0,0.6160875002647497,5.850796749259399,-0.9339382486877331,-7.057147018559444,0,-1.7327554688906917,6.151608413998907,-2.327892144927865,-7.488666906229044,8.792653990226867,0,-8.792653990226867,0,0,-0.4778332368578611
none,9.13186863473087,-7.155300369376251,0,-8.294124261158498,0,0,10.515146968487446,0,-2.7295303795676675,3.0437499406215975,-3.0437499406215975,0,6.512634550760142,0,-3.8314296874809943,0,0,3.0437499406215975,0,0,0,0,3.0437499406215975,0.5474225243283914,-6.921048531397607,0,0,3.0437499406215975,3.0437499406215975,3.0437499406215975,0,9.13186863473087,-7.714175134128846,-9.13186863473087,0,-7.111913780508942,-1.2855274573480888
